StateWellNumber|County|Aquifer|Diameter|TopDepth|BottomDepth|CreatedDate|LastUpdateDate
7738103|La Salle|Carrizo-Wilcox|17.5|0|700|2017-04-18|2017-04-18
7738103|La Salle|Carrizo-Wilcox|12.25|700|2084|2017-04-18|2017-04-18
7739407|La Salle|Carrizo-Wilcox|17.5|0|804|2017-04-18|2017-04-18
7739407|La Salle|Carrizo-Wilcox|12.25|804|2337|2017-04-18|2017-04-18
7744107|Dimmit|Unassigned|8.75|0|1464|2017-10-26|2017-10-26
7802815|Frio|Carrizo-Wilcox|17.5|0|800|2016-07-22|2016-07-22
7802815|Frio|Carrizo-Wilcox|13.5|800|1390|2016-07-22|2016-07-22
7804508|Atascosa|Carrizo-Wilcox|18|0|588|2017-04-18|2017-04-18
7804508|Atascosa|Carrizo-Wilcox|10|588|1850|2017-04-18|2017-04-18
7806504|Atascosa|Carrizo-Wilcox|15|0|400|2017-02-17|2017-02-17
7806504|Atascosa|Carrizo-Wilcox|9.875|400|2300|2017-02-17|2017-02-17
7816607|Karnes|Gulf Coast|20|0|545|2017-01-12|2017-01-12
7816609|Karnes|Gulf Coast|12.25|0|665|2017-01-12|2017-01-12
7816609|Karnes|Gulf Coast|24|0|510|2017-01-12|2017-01-12
7907703|Victoria|Gulf Coast|6.75|0|170|2017-04-05|2017-04-05
7910408|Karnes|Gulf Coast|22|0|468|2017-04-05|2017-04-05
7910408|Karnes|Gulf Coast|30|468|545|2017-04-05|2017-04-05
7923601|Victoria|Gulf Coast|6.75|0|120|2017-04-05|2017-04-05
7925505|Bee|Gulf Coast|7|0|148|2017-01-18|2017-01-18
7925505|Bee|Gulf Coast|6.7000000000000002|148|297|2017-01-18|2017-01-18
7938805|Refugio|Gulf Coast|6.5|0|164|2017-04-05|2017-04-05
7942703|Bee|Gulf Coast|6.75|0|230|2016-07-13|2016-07-13
7946612|Refugio|Gulf Coast|18|0|540|2017-04-05|2017-04-05
7946612|Refugio|Gulf Coast|30|540|890|2017-04-05|2017-04-05
7960614|San Patricio|Gulf Coast|22|0|228|2017-02-14|2017-02-14
7960614|San Patricio|Gulf Coast|24|228|696|2017-02-14|2017-02-14
7960615|San Patricio|Gulf Coast|24|0|650|2017-02-14|2017-02-14
7960616|San Patricio|Gulf Coast|28|0|206|2017-02-14|2017-02-14
7960616|San Patricio|Gulf Coast|24|206|582|2017-02-14|2017-02-14
8002606|Jackson|Gulf Coast|6.25|0|85|2017-04-05|2017-04-05
8004610|Jackson|Gulf Coast|12|0|244|2017-04-05|2017-04-05
8004610|Jackson|Gulf Coast|6|244|264|2017-04-05|2017-04-05
8008505|Matagorda|Gulf Coast|8|0|100|2017-08-21|2017-08-21
8015602|Matagorda|Gulf Coast|6.75|0|313|2017-04-05|2017-04-05
8015602|Matagorda|Gulf Coast|4.75|313|340|2017-04-05|2017-04-05
8016602|Matagorda|Gulf Coast|15|0|450|2018-04-06|2018-04-06
8016602|Matagorda|Gulf Coast|18|450|572|2018-04-06|2018-04-06
8019506|Calhoun|Gulf Coast|6.75|0|305|2016-07-13|2016-07-13
8022610|Matagorda|Gulf Coast|4|0|214|2017-06-28|2017-06-28
8024406|Matagorda|Gulf Coast|7.875|0|360|2017-08-21|2017-08-21
8024601|Matagorda|Gulf Coast|7|0|257|2017-08-21|2017-08-21
8024601|Matagorda|Gulf Coast|3.75|257|275|2017-08-21|2017-08-21
8024802|Matagorda|Gulf Coast|7|0|380|2017-08-21|2017-08-21
8101102|Matagorda|Gulf Coast|11.875|0|1036|2016-07-13|2016-07-13
8101202|Matagorda|Gulf Coast|7|0|450|2016-07-27|2016-07-27
8101204|Matagorda|Gulf Coast|7|0|452|2016-07-27|2016-07-27
8103406|Matagorda|Gulf Coast|7|0|200|2017-08-21|2017-08-21
8103406|Matagorda|Gulf Coast|5|200|530|2017-08-21|2017-08-21
8106212|Brazoria|Gulf Coast|18|0|205|2017-04-05|2017-04-05
8106212|Brazoria|Gulf Coast|30|205|238|2017-04-05|2017-04-05
8106212|Brazoria|Gulf Coast|6|238|408|2017-04-05|2017-04-05
8111902|Matagorda|Gulf Coast|12|0|425|2017-04-05|2017-04-05
8111902|Matagorda|Gulf Coast|7.875|425|535|2017-04-05|2017-04-05
8111902|Matagorda|Gulf Coast|6.5|535|700|2017-04-05|2017-04-05
8301514|Jim Wells|Gulf Coast|20|0|745|2017-04-05|2017-04-05
8312710|Nueces|Gulf Coast|6.25|0|387|2017-04-05|2017-04-05
8329702|Kleberg|Gulf Coast|8.75|0|1185|2016-12-28|2016-12-28
8334305|Kleberg|Gulf Coast|9.875|0|860|2016-12-28|2016-12-28
8334902|Kleberg|Gulf Coast|12.25|0|866|2016-12-28|2016-12-28
8335903|Kleberg|Gulf Coast|8.75|0|914|2016-12-28|2016-12-28
8349702|Kenedy|Gulf Coast|6.5|0|597|2017-01-03|2017-01-03
8350205|Kenedy|Gulf Coast|9.875|0|817|2017-03-24|2017-03-24
8350309|Kenedy|Gulf Coast|9.875|0|10|2017-01-03|2017-01-03
8350309|Kenedy|Gulf Coast|7.875|10|801|2017-01-03|2017-01-03
8351902|Kenedy|Gulf Coast|9.875|0|134|2017-01-03|2017-01-03
8351902|Kenedy|Gulf Coast|6.25|134|1052|2017-01-03|2017-01-03
8413102|Duval|Gulf Coast|7|0|300|2017-01-19|2017-01-19
8413805|Duval|Gulf Coast|8.75|0|20|2017-01-19|2017-01-19
8413805|Duval|Gulf Coast|7.875|20|270|2017-01-19|2017-01-19
8421803|Duval|Gulf Coast|8|0|360|2017-01-19|2017-01-19
8423107|Duval|Gulf Coast|6.75|0|460|2017-01-19|2017-01-19
8436605|Duval|Gulf Coast|20|0|733|2017-01-19|2017-01-19
8436605|Duval|Gulf Coast|24|732|780|2017-01-19|2017-01-19
8436605|Duval|Gulf Coast|12.75|780|800|2017-01-19|2017-01-19
8436606|Duval|Gulf Coast|8.75|0|20|2017-01-19|2017-01-19
8436606|Duval|Gulf Coast|7.875|20|280|2017-01-19|2017-01-19
8437307|Duval|Gulf Coast|10|0|10|2017-01-19|2017-01-19
8437307|Duval|Gulf Coast|8|10|280|2017-01-19|2017-01-19
8445506|Duval|Gulf Coast|7.875|0|300|2017-01-19|2017-01-19
8454806|Brooks|Gulf Coast|6.75|0|416|2016-12-22|2016-12-22
8455216|Brooks|Gulf Coast|10|0|10|2017-02-10|2017-02-10
8455216|Brooks|Gulf Coast|10|10|720|2017-02-10|2017-02-10
8455328|Brooks|Gulf Coast|12.25|0|801|2017-04-05|2017-04-05
8455329|Brooks|Gulf Coast|7.875|0|600|2016-12-22|2016-12-22
8504401|Webb|Carrizo-Wilcox|9.875|0|2010|2017-04-18|2017-04-18
8531101|Webb|Other|9.875|0|1040|2018-04-06|2018-04-06
8531101|Webb|Other|7.875|1040|1235|2018-04-06|2018-04-06
8703901|Jim Hogg|Gulf Coast|8.75|0|20|2017-09-29|2017-09-29
8703901|Jim Hogg|Gulf Coast|7.875|20|600|2017-09-29|2017-09-29
8704402|Jim Hogg|Gulf Coast|7.875|0|103.5|2017-03-24|2017-03-24
8713503|Brooks|Gulf Coast|14|0|641|2016-12-22|2016-12-22
8747802|Hidalgo|Gulf Coast|7.875|0|112|2017-03-24|2017-03-24
8756604|Hidalgo|Gulf Coast|15|0|578|2016-07-13|2016-07-13
8819603|Kenedy|Gulf Coast|7.875|0|175|2017-01-03|2017-01-03
8819604|Kenedy|Gulf Coast|14|0|20|2017-02-10|2017-02-10
8819604|Kenedy|Gulf Coast|9|20|1400|2017-02-10|2017-02-10
8826303|Willacy|Gulf Coast|6.75|0|871|2016-12-22|2016-12-22
8833302|Willacy|Gulf Coast|24|0|30|2017-04-10|2017-04-10
8833302|Willacy|Gulf Coast|22|30|750|2017-04-10|2017-04-10
8833302|Willacy|Gulf Coast|24|750|1055|2017-04-10|2017-04-10
8844203|Willacy|Gulf Coast|7.25|0|47|2016-12-22|2016-12-22
8849702|Hidalgo|Gulf Coast|12|0|140|2017-03-24|2017-03-24
8849902|Hidalgo|Gulf Coast|40|0|48|2017-03-24|2017-03-24
8849902|Hidalgo|Gulf Coast|30|48|400|2017-03-24|2017-03-24
