StateWellNumber|County|Aquifer|Diameter|TopDepth|BottomDepth|CreatedDate|LastUpdateDate
5858406|Hays|Edwards (Balcones Fault Zone)|9|310|525|2017-04-11|2017-04-11
5858512|Hays|Edwards (Balcones Fault Zone)|20|0|460|2017-08-11|2017-08-11
5858512|Hays|Edwards (Balcones Fault Zone)|15|460|955|2017-08-11|2017-08-11
5862304|Bastrop|Carrizo-Wilcox|15|0|720|2016-07-25|2016-07-25
5862304|Bastrop|Carrizo-Wilcox|7.875|720|735|2016-07-25|2016-07-25
5862307|Bastrop|Carrizo-Wilcox|26|0|30|2016-07-25|2016-07-25
5862307|Bastrop|Carrizo-Wilcox|18|30|460|2016-07-25|2016-07-25
5862307|Bastrop|Carrizo-Wilcox|6.75|460|475|2016-07-25|2016-07-25
5903211|Robertson|Carrizo-Wilcox|14.5|0|79|2017-12-19|2017-12-19
5903211|Robertson|Carrizo-Wilcox|6.75|79|445|2017-12-19|2017-12-19
5903438|Robertson|Carrizo-Wilcox|6.5|0|159|2017-12-19|2017-12-19
5903438|Robertson|Carrizo-Wilcox|3.875|159|181|2017-12-19|2017-12-19
5904708|Robertson|Carrizo-Wilcox|8.5|0|200|2016-06-14|2016-06-14
5905105|Robertson|Carrizo-Wilcox|9.875|0|420|2016-06-14|2016-06-14
5905301|Robertson|Carrizo-Wilcox|6|0|750|2017-03-24|2017-03-24
5906606|Robertson|Sparta|9.875|0|365|2017-11-29|2017-11-29
5906903|Brazos|Sparta|9.875|0|520|2017-11-29|2017-11-29
5906904|Brazos|Queen City|9.875|0|780|2017-12-01|2017-12-01
5907402|Brazos|Sparta|9.875|0|480|2017-12-01|2017-12-01
5908701|Madison|Sparta|6.5|0|645|2016-10-06|2016-10-06
5908903|Madison|Yegua-Jackson|4.75|0|330|2016-10-06|2016-10-06
5910908|Milam|Carrizo-Wilcox|7.5|0|10|2016-11-02|2016-11-02
5910908|Milam|Carrizo-Wilcox|6.75|10|390|2016-11-02|2016-11-02
5910908|Milam|Carrizo-Wilcox|3.875|390|460|2016-11-02|2016-11-02
5910909|Milam|Unassigned|7.5|0|10|2017-02-10|2017-02-10
5910909|Milam|Unassigned|6.75|10|400|2017-02-10|2017-02-10
5910909|Milam|Unassigned|3.875|400|430|2017-02-10|2017-02-10
5912604|Robertson|Queen City|9|0|221|2017-12-19|2017-12-19
5912604|Robertson|Queen City|6.5|221|340|2017-12-19|2017-12-19
5913308|Brazos|Sparta|10.75|0|620|2017-12-05|2017-12-05
5913606|Brazos|Sparta|8.5|0|260|2017-11-29|2017-11-29
5914505|Brazos|Sparta|7.25|0|645|2017-12-19|2017-12-19
5915102|Brazos|Sparta|8.75|0|540|2016-05-17|2016-05-17
5916102|Madison|Sparta|6.875|0|682|2016-10-06|2016-10-06
5916807|Grimes|Yegua-Jackson|4|0|742|2017-03-22|2017-03-22
5921736|Brazos|Carrizo-Wilcox/Sparta|8.5|0|550|2017-03-17|2017-03-17
5921911|Brazos|Yegua-Jackson|7|0|284|2016-05-11|2016-05-11
5924201|Grimes|Yegua-Jackson|12|0|319|2017-03-22|2017-03-22
5924202|Grimes|Yegua-Jackson|12|0|285|2017-03-22|2017-03-22
5924203|Grimes|Yegua-Jackson|12.5|0|874|2017-03-22|2017-03-22
5924203|Grimes|Yegua-Jackson|16|874|974|2017-03-22|2017-03-22
5942106|Lee|Queen City|6.5|0|364|2016-07-25|2016-07-25
5942106|Lee|Queen City|3.875|364|482|2016-07-25|2016-07-25
5942205|Lee|Sparta|14|0|838|2017-02-22|2017-02-22
5954505|Washington|Gulf Coast|12|0|586|2017-04-04|2017-04-04
5954505|Washington|Gulf Coast|16|586|658|2017-04-04|2017-04-04
5955307|Washington|Gulf Coast|6.75|0|348|2017-02-22|2017-02-22
5956301|Grimes|Gulf Coast|15|0|292|2017-03-14|2017-03-14
5958907|Fayette|Gulf Coast|25|0|535|2017-03-14|2017-03-14
5958907|Fayette|Gulf Coast|20|535|671|2017-03-14|2017-03-14
5958907|Fayette|Gulf Coast|15|671|681|2017-03-14|2017-03-14
5960703|Austin|Gulf Coast|8.875|0|450|2017-04-04|2017-04-04
6001502|Madison|Sparta|4.75|0|1060|2016-10-06|2016-10-06
6003102|Madison|Yegua-Jackson|4|0|273|2016-10-06|2016-10-06
6007702|Trinity|Gulf Coast|14|0|160|2018-04-06|2018-04-06
6012301|Walker|Gulf Coast|4|0|278|2016-07-12|2016-07-12
6012801|Walker|Gulf Coast|12|0|360|2017-03-15|2017-03-15
6012801|Walker|Gulf Coast|16|360|410|2017-03-15|2017-03-15
6013304|Walker|Gulf Coast|6.5|0|475|2016-07-12|2016-07-12
6015303|Polk|Gulf Coast|14.75|0|72|2017-03-15|2017-03-15
6015303|Polk|Gulf Coast|8.75|72|104|2017-03-15|2017-03-15
6020401|Walker|Gulf Coast|12.75|0|721|2017-03-15|2017-03-15
6020401|Walker|Gulf Coast|16|721|771|2017-03-15|2017-03-15
6025101|Grimes|Yegua-Jackson|12.25|0|612|2017-02-22|2017-02-22
6031317|San Jacinto|Gulf Coast|7.875|0|970|2017-03-15|2017-03-15
6031318|San Jacinto|Gulf Coast|10.75|0|390|2016-07-06|2016-07-06
6031318|San Jacinto|Gulf Coast|7.8799999999999999|390|710|2016-07-06|2016-07-06
6032217|San Jacinto|Gulf Coast|12|0|275|2017-03-15|2017-03-15
6033204|Grimes|Gulf Coast|6|0|455|2017-02-22|2017-02-22
6033302|Grimes|Gulf Coast|4|0|250|2017-03-15|2017-03-15
6035703|Montgomery|Gulf Coast|15|0|697|2017-03-15|2017-03-15
6035703|Montgomery|Gulf Coast|24|697|763|2017-03-15|2017-03-15
6037714|Montgomery|Gulf Coast|35|0|50|2017-07-19|2017-07-19
6037714|Montgomery|Gulf Coast|23|0|753|2017-07-19|2017-07-19
6037714|Montgomery|Gulf Coast|30|753|1132|2017-07-19|2017-07-19
6045207|Montgomery|Gulf Coast|20|0|830|2017-07-19|2017-07-19
6045207|Montgomery|Gulf Coast|30|830|1163|2017-07-19|2017-07-19
6048505|Liberty|Gulf Coast|24|0|250|2017-08-23|2017-08-23
6048505|Liberty|Gulf Coast|30|250|390|2017-08-23|2017-08-23
6048505|Liberty|Gulf Coast|15|390|400|2017-08-23|2017-08-23
6049906|Waller|Gulf Coast|6.75|0|356|2016-09-16|2016-09-16
6049907|Waller|Gulf Coast|6.75|0|211|2016-09-16|2016-09-16
6052609|Montgomery|Gulf Coast|36|0|33|2017-07-19|2017-07-19
6052609|Montgomery|Gulf Coast|26|0|700|2017-07-19|2017-07-19
6052609|Montgomery|Gulf Coast|32|693|1125|2017-07-19|2017-07-19
6053419|Montgomery|Gulf Coast|30|0|723|2017-07-19|2017-07-19
6053419|Montgomery|Gulf Coast|30|723|953|2017-07-19|2017-07-19
6053713|Montgomery|Gulf Coast|26|0|40|2017-03-15|2017-03-15
6053713|Montgomery|Gulf Coast|12.5|40|1800|2017-03-15|2017-03-15
6053713|Montgomery|Gulf Coast|30|1145|1710|2017-03-15|2017-03-15
6053727|Montgomery|Unassigned|48|0|84|2016-09-13|2016-09-13
6053727|Montgomery|Unassigned|30|0|646|2016-09-13|2016-09-13
6053727|Montgomery|Unassigned|32|646|1050|2016-09-13|2016-09-13
6057509|Waller|Gulf Coast|18|0|297|2016-07-13|2016-07-13
6057509|Waller|Gulf Coast|24|297|543|2016-07-13|2016-07-13
6059609|Harris|Gulf Coast|11.875|0|685|2017-04-11|2017-04-11
6059609|Harris|Gulf Coast|7.875|685|840|2017-04-11|2017-04-11
6060110|Harris|Gulf Coast|29|0|226|2017-03-15|2017-03-15
6060110|Harris|Gulf Coast|34|226|415|2017-03-15|2017-03-15
6062606|Montgomery|Gulf Coast|7.75|0|344|2018-04-06|2018-04-06
6062606|Montgomery|Gulf Coast|4.75|344|365|2018-04-06|2018-04-06
6063109|Montgomery|Gulf Coast|24|0|560|2017-03-15|2017-03-15
6063109|Montgomery|Gulf Coast|30|560|777|2017-03-15|2017-03-15
6102205|Polk|Gulf Coast|12|0|140|2017-03-16|2017-03-16
6102205|Polk|Gulf Coast|7.875|140|183|2017-03-16|2017-03-16
6102206|Polk|Gulf Coast|10|0|183|2017-02-14|2017-02-14
6105608|Tyler|Gulf Coast|9.875|0|260|2017-06-15|2017-06-15
6105609|Tyler|Gulf Coast|9.875|0|350|2017-06-15|2017-06-15
6119103|Polk|Gulf Coast|12|0|457|2017-03-16|2017-03-16
6119417|Polk|Gulf Coast|14.5|0|728|2017-03-16|2017-03-16
6119418|Polk|Gulf Coast|12.75|0|1114|2017-03-16|2017-03-16
6119418|Polk|Gulf Coast|16|1114|1185|2017-03-16|2017-03-16
6131503|Tyler|Gulf Coast|12.25|0|500|2017-03-16|2017-03-16
6135101|Liberty|Gulf Coast|8.625|0|335|2017-04-10|2017-04-10
6135101|Liberty|Gulf Coast|5.5|335|359|2017-04-10|2017-04-10
6139509|Hardin|Gulf Coast|20|0|472|2017-03-16|2017-03-16
6139509|Hardin|Gulf Coast|24|472|655|2017-03-16|2017-03-16
6141410|Liberty|Gulf Coast|10.75|0|523|2017-03-16|2017-03-16
6151203|Liberty|Gulf Coast|18.5|0|600|2017-06-14|2017-06-14
6151203|Liberty|Gulf Coast|18|600|801|2017-06-14|2017-06-14
6155707|Jefferson|Gulf Coast|6.75|0|760|2016-07-12|2016-07-12
6158305|Liberty|Gulf Coast|20|0|1290|2017-04-04|2017-04-04
6158305|Liberty|Gulf Coast|30|1290|1645|2017-04-04|2017-04-04
6161907|Jefferson|Gulf Coast|6.75|0|145|2017-04-11|2017-04-11
6249302|Orange|Gulf Coast|14.75|0|310|2017-03-16|2017-03-16
6249302|Orange|Gulf Coast|24|310|350|2017-03-16|2017-03-16
6409207|Chambers|Gulf Coast|24|-2|0|2017-04-06|2017-04-06
6409207|Chambers|Gulf Coast|16|0|959|2017-04-06|2017-04-06
6409207|Chambers|Gulf Coast|10.75|959|1060|2017-04-06|2017-04-06
6409207|Chambers|Gulf Coast|30|1060|1497|2017-04-06|2017-04-06
6409335|Chambers|Gulf Coast|30|675|960|2017-04-06|2017-04-06
6409336|Chambers|Gulf Coast|6.5|400|450|2017-04-06|2017-04-06
6409626|Chambers|Gulf Coast|8.5|0|150|2016-07-13|2016-07-13
6409926|Chambers|Gulf Coast|14.75|0|349|2017-04-04|2017-04-04
6409926|Chambers|Gulf Coast|16|349|379|2017-04-04|2017-04-04
6410215|Chambers|Gulf Coast|11|0|320|2017-04-11|2017-04-11
6410215|Chambers|Gulf Coast|4|320|340|2017-04-11|2017-04-11
6410520|Chambers|Gulf Coast|10|0|320|2017-04-11|2017-04-11
6410520|Chambers|Gulf Coast|6|320|350|2017-04-11|2017-04-11
6414105|Jefferson|Gulf Coast|6.75|0|164|2017-03-16|2017-03-16
6503615|Harris|Gulf Coast|26|0|416|2017-08-22|2017-08-22
6503615|Harris|Gulf Coast|30|416|696|2017-08-22|2017-08-22
6506528|Harris|Gulf Coast|22|0|795|2017-04-04|2017-04-04
6506528|Harris|Gulf Coast|30|795|1680|2017-04-04|2017-04-04
6506530|Harris|Gulf Coast|26|0|540|2017-08-22|2017-08-22
6506530|Harris|Gulf Coast|30|540|1108|2017-08-22|2017-08-22
6507501|Harris|Gulf Coast|35|0|50|2017-04-04|2017-04-04
6507501|Harris|Gulf Coast|26|0|706|2017-04-04|2017-04-04
6507501|Harris|Gulf Coast|30|706|1102|2017-04-04|2017-04-04
6507908|Harris|Gulf Coast|7.875|0|1048|2017-04-05|2017-04-05
6509704|Waller|Gulf Coast|20|0|407|2017-04-05|2017-04-05
6509704|Waller|Gulf Coast|30|407|557|2017-04-05|2017-04-05
6510812|Fort Bend|Gulf Coast|12.25|0|720|2017-04-05|2017-04-05
6510812|Fort Bend|Gulf Coast|20|0|440|2017-04-05|2017-04-05
6510812|Fort Bend|Gulf Coast|30|440|644|2017-04-05|2017-04-05
6520916|Harris|Gulf Coast|42|0|60|2016-09-06|2016-09-06
6520916|Harris|Gulf Coast|30|0|655|2016-09-06|2016-09-06
6520916|Harris|Gulf Coast|26|655|1040|2016-09-06|2016-09-06
6521229|Harris|Gulf Coast|7.875|0|627|2017-04-05|2017-04-05
6521713|Harris|Gulf Coast|42|0|60|2016-09-06|2016-09-06
6521713|Harris|Gulf Coast|30|0|643|2016-09-06|2016-09-06
6521713|Harris|Gulf Coast|26|643|1050|2016-09-06|2016-09-06
6525407|Fort Bend|Gulf Coast|32|0|943|2017-02-17|2017-02-17
6526520|Fort Bend|Gulf Coast|42|0|12|2017-03-20|2017-03-20
6526520|Fort Bend|Gulf Coast|22|0|945|2017-03-20|2017-03-20
6526520|Fort Bend|Gulf Coast|22|945|1604|2017-03-20|2017-03-20
6526521|Fort Bend|Gulf Coast|12.25|0|470|2017-03-21|2017-03-21
6526521|Fort Bend|Gulf Coast|7.875|470|510|2017-03-21|2017-03-21
6527322|Fort Bend|Gulf Coast|9.875|0|405|2017-03-21|2017-03-21
6527326|Fort Bend|Gulf Coast|42|0|95|2017-03-21|2017-03-21
6527326|Fort Bend|Gulf Coast|30|0|1004|2017-03-21|2017-03-21
6527326|Fort Bend|Gulf Coast|26|1004|1724|2017-03-21|2017-03-21
6532104|Harris|Gulf Coast|26|0|410|2017-04-05|2017-04-05
6532104|Harris|Gulf Coast|30|410|600|2017-04-05|2017-04-05
6532104|Harris|Gulf Coast|30|410|600|2017-04-05|2017-04-05
6532104|Harris|Gulf Coast|19|600|610|2017-04-05|2017-04-05
6534716|Fort Bend|Gulf Coast|10|0|130|2017-02-21|2017-02-21
6534717|Fort Bend|Gulf Coast|10|0|140|2017-02-21|2017-02-21
6534718|Fort Bend|Gulf Coast|15|0|352|2017-04-05|2017-04-05
6534718|Fort Bend|Gulf Coast|24|352|518|2017-04-05|2017-04-05
6539310|Galveston|Gulf Coast|20|0|490|2017-04-05|2017-04-05
6539310|Galveston|Gulf Coast|30|490|730|2017-04-05|2017-04-05
6541707|Wharton|Gulf Coast|7.25|0|513|2016-07-12|2016-07-12
6544104|Fort Bend|Gulf Coast|20|0|39|2017-03-21|2017-03-21
6544104|Fort Bend|Gulf Coast|12.625|39|472|2017-03-21|2017-03-21
6544104|Fort Bend|Gulf Coast|15.25|472|524|2017-03-21|2017-03-21
6549107|Wharton|Gulf Coast|9|0|106|2018-04-06|2018-04-06
6550405|Matagorda|Gulf Coast|7|0|196|2017-06-28|2017-06-28
6557904|Matagorda|Gulf Coast|11.625|0|520|2017-04-05|2017-04-05
6557904|Matagorda|Gulf Coast|7.875|520|641|2017-04-05|2017-04-05
6557904|Matagorda|Gulf Coast|6.875|641|644|2017-04-05|2017-04-05
6603810|Fayette|Gulf Coast|32|0|30|2017-07-10|2017-07-10
6603810|Fayette|Gulf Coast|16.5|30|775|2017-07-10|2017-07-10
6603810|Fayette|Gulf Coast|16|775|960|2017-07-10|2017-07-10
6604601|Austin|Gulf Coast|6.75|0|119|2017-04-05|2017-04-05
6607502|Austin|Gulf Coast|14.75|0|605|2017-04-05|2017-04-05
6607502|Austin|Gulf Coast|16|605|705|2017-04-05|2017-04-05
6609505|Fayette|Gulf Coast|15|0|362|2017-04-05|2017-04-05
6609505|Fayette|Gulf Coast|20|362|442|2017-04-05|2017-04-05
6609707|Fayette|Gulf Coast|6.5|0|347|2017-01-19|2017-01-19
6616407|Austin|Gulf Coast|9|0|165|2017-04-05|2017-04-05
6617614|Fayette|Yegua-Jackson|14|0|920|2017-01-19|2017-01-19
6617614|Fayette|Yegua-Jackson|26|920|1085|2017-01-19|2017-01-19
6628607|Colorado|Gulf Coast|10.5|0|390|2017-04-05|2017-04-05
6628607|Colorado|Gulf Coast|7.875|390|604|2017-04-05|2017-04-05
6640606|Fort Bend|Gulf Coast|9|0|80|2017-04-05|2017-04-05
6647904|Wharton|Gulf Coast|7.5|0|350|2017-04-05|2017-04-05
6649103|Lavaca|Gulf Coast|7.875|0|174|2017-04-05|2017-04-05
6650207|Lavaca|Gulf Coast|7.875|0|142|2017-04-05|2017-04-05
6662313|Wharton|Gulf Coast|26|0|482|2017-04-05|2017-04-05
6701103|Hays|Trinity|8.75|0|360|2016-06-22|2016-06-22
6701104|Hays|Trinity|9|0|350|2016-12-09|2016-12-09
6701105|Hays|Trinity|8.75|0|580|2016-12-12|2016-12-12
6701106|Hays|Trinity|9|0|620|2018-01-29|2018-01-29
6701310|Hays|Edwards (Balcones Fault Zone)|13|0|325|2017-03-29|2017-03-29
6701310|Hays|Edwards (Balcones Fault Zone)|9.875|325|640|2017-03-29|2017-03-29
6701705|Hays|Trinity|9|0|640|2016-07-22|2016-07-22
6701705|Hays|Trinity|8|640|1100|2016-07-22|2016-07-22
6701833|Hays|Edwards (Balcones Fault Zone)/Trinity|8|0|40|2017-04-24|2017-04-24
6713805|Caldwell|Carrizo-Wilcox|6.75|0|376|2016-07-22|2016-07-22
6719708|Guadalupe|Carrizo-Wilcox|7.875|0|295|2017-06-28|2017-06-28
6721106|Caldwell|Carrizo-Wilcox|7.8250000000000002|0|300|2016-08-29|2016-08-29
6723405|Gonzales|Carrizo-Wilcox/Other|8.75|0|263|2017-05-17|2017-05-17
6724509|Fayette|Gulf Coast|18|0|215|2017-01-19|2017-01-19
6724509|Fayette|Gulf Coast|24|215|288|2017-01-19|2017-01-19
6724509|Fayette|Gulf Coast|12|288|295|2017-01-19|2017-01-19
6729305|Gonzales|Carrizo-Wilcox/Sparta|8.5|0|363|2017-05-17|2017-05-17
6729807|Gonzales|Yegua-Jackson|8|0|200|2016-08-29|2016-08-29
6731103|Gonzales|Yegua-Jackson|8|0|20|2016-08-29|2016-08-29
6731103|Gonzales|Yegua-Jackson|6.75|20|420|2016-08-29|2016-08-29
6731104|Gonzales|Carrizo-Wilcox/Other|7.875|0|193|2017-05-16|2017-05-16
6735705|Gonzales|Queen City|8.5|0|200|2016-08-29|2016-08-29
6736403|Gonzales|Queen City|6.75|0|260|2016-08-29|2016-08-29
6736403|Gonzales|Queen City|8|0|260|2016-08-29|2016-08-29
6738203|Gonzales|Yegua-Jackson|4|0|294|2016-08-29|2016-08-29
6738806|Gonzales|Carrizo-Wilcox/Sparta|6.75|0|60|2017-05-16|2017-05-16
6740503|Lavaca|Gulf Coast|4|0|320|2016-07-13|2016-07-13
6743709|Gonzales|Carrizo-Wilcox|8|0|320|2016-08-30|2016-08-30
6746606|DeWitt|Gulf Coast|7.875|0|140|2017-05-25|2017-05-25
6752807|Gonzales|Carrizo-Wilcox|6.75|0|500|2017-05-16|2017-05-16
6803305|Kendall|Unassigned|9|0|525|2016-11-28|2016-11-28
6804803|Kendall|Trinity|6.25|0|120|2017-04-03|2017-04-03
6805210|Blanco|Trinity|8.75|0|50|2017-03-30|2017-03-30
6805210|Blanco|Trinity|6.75|50|365|2017-03-30|2017-03-30
6805623|Blanco|Trinity|10|0|270|2018-04-05|2018-04-05
6805623|Blanco|Trinity|6.25|270|340|2018-04-05|2018-04-05
6807202|Hays|Trinity|8|0|100|2017-03-30|2017-03-30
6807202|Hays|Trinity|6|100|260|2017-03-30|2017-03-30
6807409|Comal|Trinity|8.75|0|127|2018-04-05|2018-04-05
6807409|Comal|Trinity|6|127|525|2018-04-05|2018-04-05
6808304|Hays|Unassigned|9|0|970|2016-06-22|2016-06-22
6808306|Hays|Trinity|12.75|0|603|2018-01-24|2018-01-24
6808306|Hays|Trinity|9.875|603|800|2018-01-24|2018-01-24
6808307|Hays|Trinity|8|0|1100|2018-01-26|2018-01-26
6808402|Hays|Trinity|9|0|910|2016-12-09|2016-12-09
6808503|Hays|Trinity|9|0|600|2017-04-04|2017-04-04
6808702|Hays|Trinity|9|0|780|2018-01-29|2018-01-29
6808804|Hays|Trinity|9|0|660|2016-07-21|2016-07-21
6808805|Hays|Trinity|8.8000000000000007|0|840|2016-12-08|2016-12-08
6808806|Hays|Trinity|9|0|610|2017-04-18|2017-04-18
6808902|Hays|Edwards (Balcones Fault Zone)|10|0|335|2017-01-12|2017-01-12
6808904|Hays|Trinity|9|0|532|2016-07-21|2016-07-21
6808905|Hays|Unassigned|9|0|540|2017-01-06|2017-01-06
6821415|Bexar|Trinity|14.75|0|323|2017-03-28|2017-03-28
6821415|Bexar|Trinity|9.875|323|828|2017-03-28|2017-03-28
6823303|Comal|Edwards (Balcones Fault Zone)|26|0|576|2017-03-28|2017-03-28
6825617|Medina|Trinity|9|0|550|2017-03-29|2017-03-29
6829613|Bexar|Edwards (Balcones Fault Zone)|42|0|365|2017-03-28|2017-03-28
6829613|Bexar|Edwards (Balcones Fault Zone)|34|365|605|2017-03-28|2017-03-28
6829613|Bexar|Edwards (Balcones Fault Zone)|25|605|815|2017-03-28|2017-03-28
6830221|Comal|Edwards (Balcones Fault Zone)|10|0|330|2017-03-30|2017-03-30
6830225|Comal|Edwards (Balcones Fault Zone)|20|0|215|2017-03-29|2017-03-29
6830225|Comal|Edwards (Balcones Fault Zone)|14.875|215|455|2017-03-29|2017-03-29
6833606|Medina|Edwards (Balcones Fault Zone)|12|0|1040|2017-02-14|2017-02-14
6833908|Medina|Edwards (Balcones Fault Zone)|12.75|0|271|2017-02-14|2017-02-14
6833908|Medina|Edwards (Balcones Fault Zone)|10.75|271|735|2017-02-14|2017-02-14
6833908|Medina|Edwards (Balcones Fault Zone)|8|735|880|2017-02-14|2017-02-14
6833909|Medina|Edwards (Balcones Fault Zone)|14.75|0|820|2017-02-14|2017-02-14
6833909|Medina|Edwards (Balcones Fault Zone)|8|820|890|2017-02-14|2017-02-14
6835106|Bexar|Edwards (Balcones Fault Zone)|42|0|235|2017-03-28|2017-03-28
6835106|Bexar|Edwards (Balcones Fault Zone)|36|11|460|2017-03-28|2017-03-28
6835617|Bexar|Edwards (Balcones Fault Zone)|35|0|480|2017-03-28|2017-03-28
6835617|Bexar|Edwards (Balcones Fault Zone)|24|480|850|2017-03-28|2017-03-28
6836818|Bexar|Edwards (Balcones Fault Zone)|25|0|200|2017-03-28|2017-03-28
6836818|Bexar|Edwards (Balcones Fault Zone)|21|200|1100|2017-03-28|2017-03-28
6836818|Bexar|Edwards (Balcones Fault Zone)|14.75|1100|1500|2017-03-28|2017-03-28
6836909|Bexar|Edwards (Balcones Fault Zone)|15.5|0|1205|2017-05-23|2017-05-23
6841402|Medina|Edwards (Balcones Fault Zone)|9.875|0|1484|2017-06-28|2017-06-28
6842506|Medina|Edwards (Balcones Fault Zone)|17.5|0|1141|2017-03-28|2017-03-28
6842506|Medina|Edwards (Balcones Fault Zone)|10.625|1141|1445|2017-03-28|2017-03-28
6853605|Bexar|Carrizo-Wilcox|20|0|562|2017-06-26|2017-06-26
6853605|Bexar|Carrizo-Wilcox|12.25|562|604|2017-06-26|2017-06-26
6853812|Bexar|Carrizo-Wilcox|42|0|38|2017-06-20|2017-06-20
6853812|Bexar|Carrizo-Wilcox|34|0|500|2017-06-20|2017-06-20
6853812|Bexar|Carrizo-Wilcox|30|500|620|2017-06-20|2017-06-20
6853919|Bexar|Carrizo-Wilcox|42|0|38|2017-06-16|2017-06-16
6853919|Bexar|Carrizo-Wilcox|34|0|440|2017-06-16|2017-06-16
6853919|Bexar|Carrizo-Wilcox|28|440|610|2017-06-16|2017-06-16
6853920|Bexar|Carrizo-Wilcox|42|0|38|2017-06-20|2017-06-20
6853920|Bexar|Carrizo-Wilcox|34|0|440|2017-06-20|2017-06-20
6853920|Bexar|Carrizo-Wilcox|28|440|650|2017-06-20|2017-06-20
6853923|Bexar|Carrizo-Wilcox|42|0|38|2017-06-20|2017-06-20
6853923|Bexar|Carrizo-Wilcox|34|0|485|2017-06-20|2017-06-20
6853923|Bexar|Carrizo-Wilcox|28|485|720|2017-06-20|2017-06-20
6853924|Bexar|Carrizo-Wilcox|42|0|38|2017-06-20|2017-06-20
6853924|Bexar|Carrizo-Wilcox|34|0|465|2017-06-20|2017-06-20
6853924|Bexar|Carrizo-Wilcox|28|465|645|2017-06-20|2017-06-20
6861221|Bexar|Carrizo-Wilcox|17|0|715|2017-06-16|2017-06-16
6861221|Bexar|Carrizo-Wilcox|26|0|715|2017-06-16|2017-06-16
6861222|Bexar|Carrizo-Wilcox|42|0|38|2017-06-20|2017-06-20
6861222|Bexar|Carrizo-Wilcox|34|0|495|2017-06-20|2017-06-20
6861222|Bexar|Carrizo-Wilcox|28|495|670|2017-06-20|2017-06-20
6861318|Bexar|Carrizo-Wilcox|26|0|675|2016-09-21|2016-09-21
6861323|Bexar|Carrizo-Wilcox|36|0|38|2017-06-20|2017-06-20
6861323|Bexar|Carrizo-Wilcox|34|0|535|2017-06-20|2017-06-20
6861323|Bexar|Carrizo-Wilcox|28|535|740|2017-06-20|2017-06-20
6861324|Bexar|Carrizo-Wilcox|42|0|38|2017-06-20|2017-06-20
6861324|Bexar|Carrizo-Wilcox|34|0|530|2017-06-20|2017-06-20
6861324|Bexar|Carrizo-Wilcox|28|530|740|2017-06-20|2017-06-20
6862205|Wilson|Carrizo-Wilcox|17|0|972|2017-02-16|2017-02-16
6862207|Wilson|Queen City|7.875|0|370|2017-02-16|2017-02-16
6905901|Kerr|Edwards-Trinity Plateau|9|0|20|2016-07-28|2016-07-28
6905901|Kerr|Edwards-Trinity Plateau|8|20|360|2016-07-28|2016-07-28
6912206|Bandera|Edwards-Trinity Plateau|8.875|0|360|2017-07-14|2017-07-14
6924231|Bandera|Trinity|8|0|500|2017-12-07|2017-12-07
6924507|Bandera|Trinity|8|0|20|2017-10-17|2017-10-17
6924507|Bandera|Trinity|7|20|145|2017-10-17|2017-10-17
6924508|Bandera|Trinity|8|0|135|2017-10-17|2017-10-17
6927705|Uvalde|Edwards-Trinity Plateau|8.5|0|50|2017-04-03|2017-04-03
6938704|Medina|Other|6.75|0|50|2017-06-28|2017-06-28
6938906|Medina|Edwards (Balcones Fault Zone)|20|0|70|2017-03-28|2017-03-28
6938906|Medina|Edwards (Balcones Fault Zone)|14.75|70|677|2017-03-28|2017-03-28
6938906|Medina|Edwards (Balcones Fault Zone)|9.875|677|697|2017-03-28|2017-03-28
6938906|Medina|Edwards (Balcones Fault Zone)|6.5|697|940|2017-03-28|2017-03-28
6944703|Uvalde|Edwards (Balcones Fault Zone)|20|0|1685|2017-04-03|2017-04-03
6948201|Medina|Edwards (Balcones Fault Zone)|15|0|1768|2017-06-28|2017-06-28
6950502|Uvalde|Edwards (Balcones Fault Zone)|22|0|727|2017-12-11|2017-12-11
6955604|Medina|Edwards (Balcones Fault Zone)|15|0|800|2017-03-27|2017-03-27
6955604|Medina|Edwards (Balcones Fault Zone)|13.375|800|2100|2017-03-27|2017-03-27
6955604|Medina|Edwards (Balcones Fault Zone)|7.875|2100|2300|2017-03-27|2017-03-27
6958807|Zavala|Carrizo-Wilcox|7.875|0|20|2017-04-13|2017-04-13
6958807|Zavala|Carrizo-Wilcox|6.75|20|140|2017-04-13|2017-04-13
7007902|Edwards|Edwards-Trinity Plateau|11|0|2|2017-03-30|2017-03-30
7007902|Edwards|Edwards-Trinity Plateau|6.25|2|380|2017-03-30|2017-03-30
7045601|Kinney|Edwards-Trinity Plateau|15.5|0|1481|2017-03-28|2017-03-28
7648703|Dimmit|Carrizo-Wilcox|8|0|300|2017-04-13|2017-04-13
7702514|Zavala|Carrizo-Wilcox|20|0|630|2016-07-25|2016-07-25
7702514|Zavala|Carrizo-Wilcox|17.5|630|708|2016-07-25|2016-07-25
7702514|Zavala|Carrizo-Wilcox|12|708|798|2016-07-25|2016-07-25
7703405|Zavala|Carrizo-Wilcox|8.5|0|860|2017-02-16|2017-02-16
7704431|Zavala|Carrizo-Wilcox|12.25|0|922|2017-04-13|2017-04-13
7723513|Frio|Carrizo-Wilcox|17.5|0|1008|2016-07-22|2016-07-22
7723513|Frio|Carrizo-Wilcox|14.75|1008|2019|2016-07-22|2016-07-22
