id,county,latitude,longitude,wellDepth,LandSurfaceElevation,DepthFromLSD,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
1007301,Randall,34.9858340,-102.1483340,53.339998293120054,1153.6679630826252,43.59859060484509,41.75,0,0,0,0,39.79999999999973,0,0,0,43.029999999999745,0,0,0,42.98000000000002,0,0,0,42.460000000000036,0,0,41.659999999999854
1007601,Randall,34.9330550,-102.1486110,57.91199814681606,1150.3151631899148,33.06165494202698,0,108.33999999999969,0,0,0,0,107.82999999999993,0,0,0,107.46000000000004,0,0,0,107.08999999999969,0,0,105.13000000000011,0,0,0
1007631,Randall,34.9580560,-102.1477780,62.78879799075847,1149.4007632191756,33.91204691481457,0,0,0,0,0,0,60.039999999999964,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008132,Randall,34.9672220,-102.0908340,70.10399775667207,1148.18156325819,50.44744638568178,0,59.7199999999998,0,0,0,0,60.36999999999989,0,0,0,59.289999999999964,0,0,0,70.38999999999987,0,0,74.48999999999978,0,0,0
1008213,Randall,34.9811110,-102.0425000,54.863998244352054,1132.6367637556236,40.93159069018909,0,61.1899999999996,0,0,0,0,59.909999999999854,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008230,Randall,34.9852780,-102.0486110,61.56959802977286,1133.8559637166093,44.881798563782446,0,0,0,0,0,0,0,0,0,0,51.899999999999636,0,0,0,51.31999999999971,0,0,50.94999999999982,0,0,0
1008405,Randall,34.9497220,-102.1136120,67.05599785420807,1148.4863632484364,36.143182843418124,83.80000000000018,0,0,0,0,80.70000000000027,0,0,0,80.44000000000005,0,0,0,81.26999999999998,0,0,0,80.16000000000031,0,0,79.72000000000025
1008414,Randall,34.9222220,-102.0897220,48.76799843942405,1140.56156350203,38.343838772997216,0,0,0,0,0,0,4.799999999999727,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016201,Randall,34.8694444,-102.0444444,59.13119810780166,1178.0519623023372,53.9404542739054,0,0,5.800000000000182,0,0,0,-0.8000000000001819,0,0,0,8,0,0,0,0,0,0,1.0300000000002,0,0,0
1016301,Randall,34.8397222,-102.0258333,60.95999804928006,1163.7263627607565,53.30951829409544,0,0,0,0,0,55.5300000000002,0,0,0,56.5300000000002,0,0,0,53.67000000000007,0,0,0,57,0,0,0
1016901,Randall,34.7622230,-102.0072230,61.874398020019264,1141.1711634825228,56.107582204557346,0,11.11999999999989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101309,Randall,34.9761111,-101.8930556,15.239999512320015,1065.8855658916618,4.7396398483315805,54.09999999999991,0,0,0,54.69999999999982,0,0,0,53.42000000000007,0,0,0,0,54.54999999999973,0,0,0,52.90000000000009,0,0,54.54999999999973
1101701,Randall,34.8863890,-101.9661120,44.19599858572805,1133.8559637166093,36.72839882469124,0,31.899999999999636,0,0,0,0,28.679999999999836,0,0,0,33.69999999999982,0,0,0,0,0,0,0,0,0,0
1101802,Randall,34.9122222,-101.9563889,17.67839943429122,1114.0439643505931,11.87805561990216,0,0,0,53.45000000000027,0,0,0,53.13000000000011,0,0,0,54.65000000000009,0,0,0,0,0,0,0,0,52.93000000000029
1101803,Randall,34.9083333,-101.9186111,18.287999414784018,1103.0711647017226,13.334999573280014,0,0,0,66.2800000000002,0,0,0,62.070000000000164,0,0,0,62.95000000000027,0,0,0,0,0,59.55000000000018,0,0,0
1102303,Randall,34.9861111,-101.7677778,68.57999780544007,1090.2695651113738,42.025822655173705,60.04999999999973,0,0,0,0,61.65000000000009,0,0,0,0,0,0,0,61.960000000000036,0,0,0,61.7199999999998,0,0,0
1102501,Randall,34.9194444,-101.8297222,60.350398068787264,1117.3967642433036,52.21223832920843,0,-14.800000000000182,0,0,0,0,-12.800000000000182,0,0,0,-11.850000000000364,0,0,0,0,0,0,-10.600000000000364,0,0,0
1102702,Randall,34.9119450,-101.8694440,39.62399873203204,1114.0439643505931,24.917399202643224,0,64.65000000000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1103401,Randall,34.9222222,-101.7391667,26.822399141683228,1071.371965716097,20.26919935138562,0,0,0,56.409999999999854,0,0,0,0,0,0,56.25,0,0,0,0,0,0,56.09999999999991,0,0,0
1109204,Randall,34.8608333,-101.9213889,60.95999804928006,1135.989563648334,53.93131027419809,0,0,0,0,0,15.319999999999709,0,0,0,0,0,30.759999999999764,0,0,0,0,0,0,0,0,0
1109306,Randall,34.8522230,-101.8944450,67.36079784445447,1123.4927640482315,49.819558405774075,0,33.58999999999969,0,0,0,34.54999999999973,0,0,0,36.08999999999969,0,0,0,0,36.279999999999745,0,0,34.15000000000009,0,0,0
1109501,Randall,34.8100010,-101.9380560,70.10399775667207,1132.0271637751307,55.86374221236031,27.120000000000346,0,0,0,27.300000000000182,0,0,0,27.570000000000164,0,0,0,28.16000000000031,0,0,0,0,28.350000000000364,0,0,28.019999999999982
1109601,Randall,34.8072230,-101.8769440,76.19999756160009,1118.9207641945356,56.86653418027095,0,0,0,44.44999999999982,0,0,0,45.38000000000011,0,0,0,47.279999999999745,0,0,48.2199999999998,0,0,0,0,50.029999999999745,0
1109724,Randall,34.7808333,-101.9766667,60.95999804928006,1134.1607637068555,53.15711829897224,34.539999999999964,0,0,0,34.5,0,0,0,34.710000000000036,0,0,0,0,34.30000000000018,0,0,0,34.09999999999991,0,0,0
